#t(days)      M_bol           U             B            V           R            I             J          H           K
#
#  absolute magnitude  *  -1 
#
     22.98   4.9988e+00   7.1599e+00   4.4751e+00  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     23.23   4.9440e+00   7.2297e+00   2.9464e+00  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     23.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     23.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     23.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     24.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     24.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     24.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     24.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     25.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     25.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     25.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     25.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     26.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     26.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     26.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     26.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     27.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     27.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     27.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     27.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     28.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     28.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     28.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     28.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     29.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     29.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
