#t(days)      M_bol           U             B            V           R            I             J          H           K
#
#  absolute magnitude  *  -1 
#
      0.23   1.3817e+01   1.3332e+01   1.2226e+01   1.1918e+01   1.1966e+01   1.1779e+01   1.1441e+01   6.5909e+00  -8.2279e+01 
      0.47   1.5411e+01   1.5007e+01   1.3897e+01   1.3636e+01   1.3567e+01   1.3312e+01   1.2799e+01   9.0728e+00  -8.2279e+01 
      0.72   1.5987e+01   1.5861e+01   1.4750e+01   1.4499e+01   1.4390e+01   1.4075e+01   1.3621e+01   9.7036e+00  -8.2279e+01 
      0.97   1.6129e+01   1.6331e+01   1.5215e+01   1.4975e+01   1.4851e+01   1.4517e+01   1.4074e+01   1.0052e+01  -8.2279e+01 
      1.23   1.6134e+01   1.6541e+01   1.5518e+01   1.5297e+01   1.5153e+01   1.4827e+01   1.4264e+01   1.0384e+01  -8.2279e+01 
      1.48   1.6109e+01   1.6591e+01   1.5721e+01   1.5537e+01   1.5396e+01   1.5033e+01   1.4413e+01   1.0557e+01  -8.2279e+01 
      1.73   1.6113e+01   1.6646e+01   1.5895e+01   1.5727e+01   1.5592e+01   1.5194e+01   1.4583e+01   1.0457e+01  -8.2279e+01 
      1.98   1.6164e+01   1.6703e+01   1.6060e+01   1.5904e+01   1.5781e+01   1.5362e+01   1.4605e+01   1.0626e+01  -8.2279e+01 
      2.23   1.6242e+01   1.6758e+01   1.6208e+01   1.6078e+01   1.5950e+01   1.5526e+01   1.4772e+01   1.0612e+01  -8.2279e+01 
      2.48   1.6332e+01   1.6842e+01   1.6334e+01   1.6212e+01   1.6112e+01   1.5698e+01   1.4864e+01   1.0632e+01  -8.2279e+01 
      2.73   1.6431e+01   1.6936e+01   1.6462e+01   1.6348e+01   1.6240e+01   1.5813e+01   1.4900e+01   1.0740e+01  -8.2279e+01 
      2.98   1.6520e+01   1.7019e+01   1.6565e+01   1.6464e+01   1.6362e+01   1.5937e+01   1.5001e+01   1.0748e+01  -8.2279e+01 
