0 33.1628955525 g
1 25.3065851857 g
2 25.9766812872 g
3 26.6779022099 g
4 26.3557292095 g
5 25.9399690064 g
6 25.6072725916 g
7 25.2631274139 g
8 25.0176221211 g
9 24.6888132266 g
10 24.515231159 g
11 24.2905959177 g
12 24.0973377625 g
13 23.9452087689 g
14 23.8213348763 g
15 23.7305146044 g
16 23.6863383095 g
17 23.654691909 g
18 23.6320914154 g
19 23.6184915672 g
20 23.6 g
21 23.6051105855 g
22 23.6065582109 g
23 23.6318905235 g
24 23.6583478994 g
25 23.6992896036 g
26 23.7426391127 g
27 23.7934799669 g
28 23.8555739446 g
29 23.92706452 g
30 23.9969692495 g
31 24.076953936 g
32 24.1585676764 g
33 24.2447930923 g
34 24.3407175981 g
35 24.4234379789 g
36 24.5282901836 g
37 24.6242223511 g
38 24.7143745309 g
39 24.8095752304 g
40 24.8947746782 g
41 24.9786253635 g
42 25.0726458327 g
43 25.1606147956 g
44 25.2472182598 g
45 25.3311426542 g
46 25.4338240499 g
47 25.5221021177 g
48 25.6339070206 g
49 25.718059406 g
50 25.8146785854 g
51 25.8769135627 g
52 25.9549492305 g
53 26.0292112281 g
54 26.0821099229 g
55 26.1381201403 g
56 26.1915436166 g
57 26.2347929704 g
58 26.2801584996 g
59 26.3310880625 g
60 26.3778154536 g
61 26.4098617426 g
62 26.4481141114 g
63 26.4715031083 g
64 26.4987403168 g
65 26.5383277311 g
66 26.5619322853 g
67 26.5972373671 g
68 26.6220657238 g
69 26.6348366076 g
70 26.6651104421 g
71 26.6781717768 g
72 26.6995073159 g
73 26.7231732968 g
74 26.7329268021 g
75 26.7565617481 g
76 26.7825914195 g
77 26.7933592922 g
78 26.8141819026 g
79 26.8381158501 g
80 26.8483144955 g
81 26.8785258589 g
82 26.9050200758 g
83 26.9139530434 g
84 26.9347953293 g
85 26.957276586 g
86 26.9701621321 g
87 26.9997547859 g
88 27.0258091824 g
89 27.0384284553 g
90 27.0627275568 g
