0 31.7727078637 r
1 26.0980599026 r
2 25.8581434667 r
3 26.2186403813 r
4 25.7861918437 r
5 25.1916928787 r
6 25.0022110023 r
7 24.433806702 r
8 24.3147053445 r
9 23.7842353922 r
10 23.5987201441 r
11 23.3865156047 r
12 23.2429691403 r
13 23.0968891547 r
14 22.9768567853 r
15 22.8701264827 r
16 22.7985389723 r
17 22.7399356635 r
18 22.6908649727 r
19 22.6678964311 r
20 22.6652977365 r
21 22.6279963234 r
22 22.6024342504 r
23 22.6 r
24 22.6067182988 r
25 22.6231633324 r
26 22.6708500631 r
27 22.743006767 r
28 22.8154345116 r
29 22.8981251778 r
30 22.9867455659 r
31 23.0414417626 r
32 23.0958267998 r
33 23.1496706661 r
34 23.1902333049 r
35 23.2404400395 r
36 23.2357563378 r
37 23.2435867709 r
38 23.2510551112 r
39 23.260512535 r
40 23.2588334806 r
41 23.3051251236 r
42 23.3439515796 r
43 23.3834870538 r
44 23.4101769989 r
45 23.449489935 r
46 23.5154291255 r
47 23.582959619 r
48 23.6630443561 r
49 23.7316739767 r
50 23.8040784028 r
51 23.8816330691 r
52 23.9452953934 r
53 24.0012667913 r
54 24.0676335986 r
55 24.1272646367 r
56 24.1989870755 r
57 24.2603345817 r
58 24.3057068091 r
59 24.3528859552 r
60 24.3890842673 r
61 24.4382494329 r
62 24.4909475694 r
63 24.5557666058 r
64 24.5983951365 r
65 24.6364285046 r
66 24.6656905725 r
67 24.6959845883 r
68 24.7149126384 r
69 24.754544616 r
70 24.7949015967 r
71 24.8336382458 r
72 24.873173216 r
73 24.9008405883 r
74 24.9399122508 r
75 24.9676003423 r
76 25.0115670178 r
77 25.043660777 r
78 25.0858250148 r
79 25.1129715483 r
80 25.1514848092 r
81 25.1716112258 r
82 25.1804960993 r
83 25.2075164095 r
84 25.2333706834 r
85 25.2481034196 r
86 25.2700081806 r
87 25.2909036147 r
88 25.3003542341 r
89 25.3223167511 r
90 25.343366685 r
