0 28.2385868855 z
1 24.7926011003 z
2 24.8829381843 z
3 26.1626818295 z
4 25.8287255857 z
5 25.728260026 z
6 25.1070613766 z
7 24.6275603046 z
8 24.7900202841 z
9 24.3304148778 z
10 24.0234154264 z
11 23.8125205141 z
12 23.6711791775 z
13 23.3339094476 z
14 23.0763247426 z
15 22.8623240465 z
16 22.7991880068 z
17 22.738663644 z
18 22.7 z
19 22.7015299537 z
20 22.7222352096 z
21 22.7416774105 z
22 22.769669766 z
23 22.7926854741 z
24 22.8257828176 z
25 22.8781932686 z
26 22.9273071203 z
27 22.9467648999 z
28 22.9758507621 z
29 23.0130282531 z
30 23.0876949629 z
31 23.1185886181 z
32 23.1493686175 z
33 23.1892497503 z
34 23.1774994782 z
35 23.1659961438 z
36 23.0651269166 z
37 23.0255691043 z
38 22.9859467151 z
39 22.9348301011 z
40 22.8847743366 z
41 22.85922966 z
42 22.823378833 z
43 22.7881701367 z
44 22.7641860185 z
45 22.7272382633 z
46 22.7487609203 z
47 22.758490974 z
48 22.7970650619 z
49 22.8379951593 z
50 22.8699259626 z
51 22.9528426568 z
52 23.0480515253 z
53 23.1229796481 z
54 23.2063888906 z
55 23.2732531493 z
56 23.3406838907 z
57 23.4094152153 z
58 23.477986975 z
59 23.544908138 z
60 23.6150211128 z
61 23.6726538835 z
62 23.7709978154 z
63 23.8708847961 z
64 23.9792746174 z
65 24.0373174675 z
66 24.0761393876 z
67 24.1137544922 z
68 24.1517568566 z
69 24.2118295992 z
70 24.2725810271 z
71 24.3419391512 z
72 24.3853689238 z
73 24.4306820855 z
74 24.4749020141 z
75 24.5201874942 z
76 24.5872008392 z
77 24.6587778031 z
78 24.7408770593 z
79 24.7866502123 z
80 24.831293464 z
81 24.8556860642 z
82 24.8820423364 z
83 24.8989545629 z
84 24.926391035 z
85 24.955638821 z
86 24.9711625972 z
87 24.9947526093 z
88 25.0204347822 z
89 25.0339666645 z
90 25.0575403258 z
