0 30.5513367194 i
1 25.4745085219 i
2 25.8191836675 i
3 25.8799487337 i
4 25.2022135954 i
5 24.984222072 i
6 24.6473476842 i
7 24.379256505 i
8 23.8553463055 i
9 23.4577838838 i
10 23.0903832992 i
11 22.8800643892 i
12 22.739396762 i
13 22.7123416591 i
14 22.7013706932 i
15 22.7 i
16 22.7006278478 i
17 22.7034040336 i
18 22.7238477284 i
19 22.7179253468 i
20 22.7409523737 i
21 22.7482384436 i
22 22.7655255162 i
23 22.7792098449 i
24 22.8026393153 i
25 22.8435190901 i
26 22.8930332272 i
27 22.9514482446 i
28 23.0173354217 i
29 23.0931699475 i
30 23.1768855433 i
31 23.2031756718 i
32 23.2293081111 i
33 23.2628502431 i
34 23.3361756054 i
35 23.4146784791 i
36 23.425116533 i
37 23.3965343713 i
38 23.3675946723 i
39 23.3315618289 i
40 23.2924021721 i
41 23.2777455671 i
42 23.254683364 i
43 23.2318862924 i
44 23.2336369579 i
45 23.23101549 i
46 23.2815166859 i
47 23.3251070548 i
48 23.3337583081 i
49 23.3386330995 i
50 23.3361686509 i
51 23.424688332 i
52 23.5179327306 i
53 23.5940765231 i
54 23.6797389104 i
55 23.7160646235 i
56 23.7534179733 i
57 23.7866872024 i
58 23.8509820357 i
59 23.9071059389 i
60 23.9597741804 i
61 24.00810271 i
62 24.0133326598 i
63 24.0211949568 i
64 24.0230415281 i
65 24.0692218164 i
66 24.0979063571 i
67 24.1270544025 i
68 24.1533015059 i
69 24.1517016041 i
70 24.1507949575 i
71 24.1570370271 i
72 24.1963795146 i
73 24.2329870494 i
74 24.2720097867 i
75 24.3086201099 i
76 24.3384324991 i
77 24.3646887141 i
78 24.4008613354 i
79 24.4375182885 i
80 24.4765763208 i
81 24.4965478529 i
82 24.5135817615 i
83 24.516670458 i
84 24.5271696848 i
85 24.5349050138 i
86 24.5470843423 i
87 24.5671376158 i
88 24.5842189482 i
89 24.5965986281 i
90 24.6164226601 i
